order_id,product_id,price_at_time_of_order,quantity
1765,10,338.53,8
1222,95,255.37,1
367,34,154.45,7
33,35,109.62,7
323,61,510.25,7
776,43,225.21,1
484,75,668.13,8
375,18,303.86,6
1856,31,373.08,3
175,93,395.73,9
1420,69,386.03,4
83,16,499.72,1
1343,49,92.3,7
168,11,296.47,3
560,8,940.65,5
872,79,873.21,10
1407,73,527.43,9
1116,53,483.31,6
675,94,601.2,8
316,91,489.14,4
1288,71,565.54,8
1349,52,556.1,10
1738,26,135.68,7
1367,39,959.46,4
453,52,842.85,10
921,78,461.14,5
439,94,875.68,9
509,56,706.1,2
427,13,584.55,10
1937,65,201.03,1
176,63,279.79,6
1819,58,464.79,1
1926,20,740.66,6
921,49,400.88,8
1710,77,575.19,7
955,74,221.58,3
1774,38,236.03,8
1462,34,78.27,8
78,88,473.66,8
47,85,274.69,10
1742,7,773.5,9
556,19,863.18,5
517,54,355.17,8
1441,61,503.04,2
1422,19,123.7,8
484,70,406.82,9
890,5,716.81,6
1063,36,897.64,5
81,21,777.21,10
524,5,604.04,2
1906,16,945.09,4
1551,16,433.66,5
538,17,217.65,4
1912,36,991.82,3
1647,16,948.72,7
1472,63,64.51,9
1344,12,530.52,4
1957,13,581.73,10
611,87,229.7,7
807,2,972.55,5
30,57,756.01,5
1856,38,736.41,9
36,75,865.4,10
1221,45,173.84,10
855,64,129.2,3
1291,34,232.31,6
707,68,748.76,7
1162,75,364.16,2
916,57,152.82,8
1986,89,413.55,4
972,25,321.89,8
1705,20,746.94,8
1036,78,499.21,1
81,39,619.58,9
11,96,971.75,8
1233,27,125.57,9
1770,88,947.86,10
1572,46,164.72,4
707,51,975.24,9
435,97,848.74,4
1785,52,840.28,10
176,34,115.0,6
116,97,503.8,7
745,90,119.3,1
306,65,376.49,2
632,23,484.27,7
59,65,811.25,5
1397,81,892.9,1
924,91,572.41,7
1167,48,384.43,5
1810,35,349.0,10
1402,85,564.54,9
286,74,180.56,6
1795,97,378.31,7
947,28,475.09,6
703,87,749.99,4
1786,94,101.44,5
669,40,321.12,10
806,47,795.58,7
1548,42,123.72,5
1183,61,356.22,4
1281,60,136.25,10
1103,51,562.63,1
611,85,956.01,8
814,37,607.79,2
776,53,667.51,2
1559,84,114.28,8
757,95,897.54,10
1422,5,198.35,10
1700,99,261.45,6
1256,90,125.77,5
53,86,669.29,4
255,62,503.93,6
399,18,97.3,9
712,35,107.61,4
680,95,457.99,3
19,1,854.75,10
1583,75,569.34,5
599,40,647.31,2
959,40,243.75,2
101,10,606.08,6
556,47,490.72,3
1910,86,159.11,3
572,32,67.74,6
687,13,789.49,7
111,60,981.71,6
506,46,288.74,4
773,4,835.28,2
438,42,477.9,10
1217,15,924.93,5
1344,96,609.22,7
1932,34,695.69,6
920,76,870.07,1
29,11,260.02,4
762,40,385.39,1
1000,88,771.78,1
1436,39,820.14,10
421,28,984.45,5
261,52,836.69,6
736,50,464.74,6
1947,15,465.89,4
1386,8,852.31,2
1886,58,161.08,9
1555,65,633.62,2
881,45,55.5,6
1949,76,763.94,8
264,20,972.08,4
523,90,664.39,8
1155,87,163.88,4
1176,67,551.37,1
1695,46,532.0,9
1094,52,507.79,5
1914,69,975.27,2
1740,48,792.86,4
1300,81,777.17,5
730,27,534.05,4
945,24,92.78,4
265,40,155.68,4
276,48,518.34,2
1674,68,266.1,3
339,9,728.39,5
1073,21,764.49,5
731,97,142.49,2
1935,60,986.94,7
910,67,391.37,2
605,97,294.3,1
1905,65,961.24,6
984,29,622.86,10
983,4,623.97,1
1648,44,549.09,4
286,75,430.36,6
1067,98,584.81,8
1269,35,246.72,10
1823,25,355.09,4
962,59,536.98,2
978,78,414.93,4
1403,97,787.13,6
476,8,762.91,2
322,5,408.22,6
561,98,240.9,7
1496,94,277.65,7
1482,6,508.91,2
906,52,817.0,1
1633,66,927.18,7
510,2,304.43,10
924,15,612.08,8
1909,41,260.37,2
1995,16,272.09,3
98,77,701.22,3
1374,62,134.84,6
158,68,652.92,4
1216,39,572.29,9
1621,46,678.73,7
1769,26,809.85,8
583,92,741.62,9
41,56,657.58,1
1114,25,200.94,3
1852,54,356.67,3
728,30,648.76,4
1,4,345.2,8
552,75,220.07,10
1596,12,492.85,6
1763,13,133.41,10
561,4,893.76,5
458,56,119.12,4
234,14,86.86,5
672,37,652.34,2
323,89,235.96,8
319,45,349.95,7
1065,9,236.71,9
376,96,983.05,2
261,14,241.05,7
1100,18,951.3,9
1746,71,438.78,8
890,4,146.83,10
1624,59,619.21,1
1745,74,220.16,7
130,67,181.71,5
1314,65,745.33,6
617,89,909.11,7
869,99,963.56,9
436,13,417.69,4
1119,62,633.97,2
931,17,371.72,6
207,30,310.89,10
738,76,699.06,2
563,89,212.57,1
865,98,103.33,2
1534,28,601.85,4
1255,9,529.55,6
319,51,835.93,2
637,66,830.26,10
1982,52,559.98,2
1457,38,158.44,9
948,77,97.72,9
1295,51,640.96,7
1790,17,507.32,3
566,88,609.84,3
331,17,570.83,9
37,56,694.89,5
685,50,533.23,4
847,49,492.18,2
1542,70,839.92,7
1624,32,333.74,5
223,83,258.4,4
558,56,464.1,1
1715,38,972.59,4
1370,89,228.5,1
913,17,337.25,10
1921,52,376.23,3
1410,80,970.89,1
946,96,394.06,8
29,6,199.76,8
1129,40,267.94,7
1329,63,943.5,9
410,2,432.45,2
1862,64,907.56,9
592,67,67.76,10
1864,78,705.57,2
1039,57,773.02,3
1155,41,274.02,6
1824,58,845.95,3
166,48,295.71,7
1459,64,721.27,8
1181,69,208.36,9
1628,73,941.64,7
884,7,507.1,1
625,70,245.08,9
644,97,213.35,7
1924,69,271.94,1
546,15,420.04,6
1615,8,880.21,4
211,37,283.04,8
1189,47,419.03,7
1302,75,596.5,5
73,33,883.93,7
1590,39,401.33,7
408,99,668.8,5
401,16,91.45,7
950,62,878.87,8
1330,96,464.73,2
1567,95,330.03,1
492,18,68.41,8
1537,71,811.02,8
1050,4,787.42,2
265,3,215.45,6
598,33,247.26,7
1896,36,933.94,9
67,27,605.5,6
310,40,721.19,7
1935,3,964.27,3
517,41,702.08,10
703,95,616.71,6
287,81,482.29,3
142,62,57.65,5
344,61,448.71,3
199,94,790.84,1
919,4,175.55,5
1247,70,671.15,6
697,28,506.62,1
1549,78,152.39,4
518,96,972.74,4
407,37,360.61,8
753,29,544.06,4
1020,83,61.68,6
543,32,776.99,7
1632,1,392.59,1
1594,79,56.41,4
566,65,570.24,4
685,61,260.26,6
1700,21,610.09,9
1861,56,665.91,5
773,38,600.27,3
468,65,166.64,3
1022,59,657.56,9
302,33,860.76,6
1081,26,242.87,8
414,45,888.2,10
1364,52,812.26,7
871,4,534.94,5
1517,79,420.78,9
945,55,253.74,6
1949,41,327.81,4
1744,31,370.32,9
1735,52,136.34,6
379,77,830.33,9
1835,96,801.07,5
190,22,799.66,3
1538,52,565.99,7
209,98,493.09,9
602,41,982.87,9
39,84,354.14,3
5,96,549.19,6
942,24,944.84,7
1891,46,676.7,7
1473,64,339.99,7
1523,80,265.28,6
1805,59,55.81,1
1876,11,845.41,4
1346,52,541.14,6
319,20,515.61,4
1896,79,196.8,1
261,2,983.88,1
1468,56,668.73,8
514,11,875.6,7
173,39,66.19,5
2,96,930.7,4
47,8,946.78,2
1733,23,775.13,9
877,84,241.4,4
805,60,970.91,10
100,30,149.57,9
964,26,512.66,2
1306,4,699.39,5
339,66,966.62,6
1059,35,125.4,7
986,66,454.86,4
1850,43,938.69,8
832,46,664.36,6
1014,97,681.91,8
1126,41,441.76,9
564,24,236.42,6
615,39,861.94,8
737,25,768.27,6
1532,68,292.4,1
1557,48,875.46,4
1879,97,838.96,1
73,26,469.14,8
1290,52,82.49,2
146,31,583.17,6
402,82,183.41,5
1810,69,643.4,10
1181,32,914.49,1
905,46,400.85,10
917,64,461.64,7
778,90,756.24,2
777,36,438.48,8
1719,77,135.92,1
1652,87,128.29,5
1213,3,671.23,8
605,80,728.47,6
1510,35,591.53,10
1517,72,426.11,9
561,1,611.17,6
170,82,685.15,8
1783,17,935.89,10
766,43,481.97,3
994,75,791.03,7
1229,40,479.54,7
1399,33,530.37,2
473,32,702.63,5
1091,11,226.87,2
325,28,281.41,1
654,79,865.28,4
239,51,881.48,8
330,32,417.5,9
1951,75,322.71,2
956,21,221.96,6
396,57,400.26,1
843,19,903.48,6
569,48,233.67,9
200,55,855.1,9
1287,58,982.89,8
931,40,534.2,7
1431,36,391.26,9
508,1,958.64,1
903,46,691.16,8
123,57,490.98,9
1282,61,702.94,1
1032,13,179.4,9
1852,45,733.18,2
1504,96,265.66,2
1379,27,835.43,8
1640,64,839.57,3
1238,10,237.25,2
578,81,295.5,4
1056,13,536.68,3
571,62,385.24,6
1294,85,51.93,5
999,91,708.35,3
728,37,416.18,6
826,40,135.16,7
1471,64,794.64,10
468,66,57.81,9
325,49,672.17,2
379,13,307.14,8
1525,15,812.43,7
29,2,828.86,10
1185,45,602.2,8
1941,29,702.08,8
1338,51,715.57,10
1863,62,624.5,9
705,91,996.08,1
1228,58,465.68,9
1790,40,68.97,3
1731,56,461.42,6
7,2,96.62,1
1759,92,652.61,4
1214,23,649.49,4
1754,27,808.83,9
1518,76,580.04,1
1868,89,615.18,9
267,5,223.4,4
1963,47,555.54,7
1979,39,921.19,5
18,68,972.03,5
1144,84,304.89,3
1644,76,615.38,8
53,97,697.41,6
163,62,551.98,5
1308,95,869.85,8
1491,80,409.5,6
679,87,196.44,2
1551,23,985.96,3
361,69,815.5,5
1631,67,932.94,1
291,13,791.97,4
904,5,103.5,1
1691,21,921.59,2
1015,58,697.08,9
867,19,688.73,1
523,27,121.05,8
527,58,487.38,1
289,7,283.79,8
301,74,780.37,8
828,52,433.7,3
1688,94,294.2,10
10,4,759.64,1
907,61,587.9,4
811,34,561.0,1
584,62,461.56,8
464,50,121.05,9
805,96,481.61,9
270,44,408.82,5
1413,56,74.37,6
1533,18,283.31,5
1352,82,437.75,9
955,3,681.72,1
917,22,526.97,8
923,49,857.69,4
1289,95,601.79,5
421,32,266.62,3
455,82,159.64,7
72,30,185.47,1
249,89,842.75,1
1965,70,707.17,4
1181,31,62.02,5
615,93,378.18,9
972,19,853.01,7
1241,8,381.19,1
396,11,503.85,4
1838,29,638.15,8
534,93,141.1,2
178,19,708.16,4
354,82,832.77,9
295,37,509.09,7
1904,69,138.33,8
333,85,630.38,10
1205,32,452.79,5
36,59,177.75,3
658,75,345.42,6
1152,85,928.09,10
1123,79,82.7,10
565,19,716.82,7
1407,79,933.77,10
989,84,200.16,3
786,70,204.11,10
1648,61,475.67,2
1973,57,427.79,4
1960,89,472.02,4
590,66,191.48,2
10,71,203.76,3
1549,90,285.61,10
1958,17,368.1,10
1966,68,492.07,1
187,1,369.23,7
1101,69,754.74,9
1427,7,957.29,1
1011,4,937.25,6
1686,39,325.98,3
426,13,63.71,4
1956,72,744.76,7
1785,46,923.62,10
218,8,787.94,4
1305,96,366.67,9
1209,55,529.25,2
868,32,242.1,2
509,67,445.24,9
441,40,562.92,7
1097,90,386.12,10
117,98,521.62,8
227,5,858.15,1
1749,98,411.06,9
1390,95,187.44,3
290,72,544.52,10
654,37,738.8,10
856,75,928.96,6
478,38,600.17,4
495,54,327.11,8
701,58,990.26,5
795,65,849.64,5
1142,34,218.47,3
1806,60,320.83,1
691,13,410.39,1
355,83,670.72,5
26,33,325.95,5
1418,19,476.38,6
1772,92,266.99,8
1658,56,756.57,7
1037,48,489.59,2
796,54,346.24,4
1342,12,376.48,5
1386,63,329.5,7
152,90,749.25,6
1963,26,961.31,10
426,8,345.18,7
943,35,887.82,7
706,39,434.42,9
1382,50,189.86,8
507,8,500.82,5
1690,71,486.0,2
764,73,415.95,5
1720,5,956.95,8
244,3,547.13,1
1475,39,474.16,3
55,25,845.38,6
1865,18,621.18,10
192,40,132.96,5
1036,70,958.72,3
219,48,192.33,5
1345,88,194.22,2
20,23,256.09,3
1317,25,483.17,2
509,1,126.83,5
1569,15,454.8,10
1024,35,352.84,1
1255,53,239.88,1
1241,46,407.81,10
1720,54,192.13,6
871,68,887.44,10
1992,26,216.56,10
634,91,115.4,1
1090,78,987.7,10
416,29,565.14,7
1717,73,182.88,8
1484,86,823.43,2
1272,49,666.93,2
1292,83,598.96,7
310,50,61.39,7
1642,19,312.81,9
543,24,521.28,7
1172,27,394.87,1
1660,8,132.97,8
865,16,468.42,2
587,90,500.06,8
1523,62,643.84,6
962,68,487.72,7
1126,77,195.78,8
1405,30,471.39,7
1175,54,453.29,10
1134,51,50.11,7
1468,56,927.67,1
1086,96,987.43,8
280,70,137.77,4
482,65,298.41,8
1167,67,738.42,7
119,41,166.44,3
1037,23,563.76,3
1496,11,303.95,6
887,24,136.86,1
1972,32,845.2,7
1437,89,50.14,3
898,53,706.66,10
741,70,665.65,3
1812,71,576.21,2
72,53,402.16,2
154,28,900.96,7
1745,63,280.87,3
1345,59,719.0,2
548,49,979.78,2
421,93,712.69,5
87,51,194.71,6
1085,90,702.64,9
1540,85,713.59,4
610,15,81.23,1
1594,19,616.29,1
1249,38,873.4,10
1224,43,966.49,6
344,64,861.48,7
1765,59,979.11,5
1029,5,591.63,7
1127,82,479.92,9
795,93,80.75,3
392,73,118.67,2
1910,18,211.46,1
1517,48,154.23,6
850,5,264.09,3
1164,3,933.3,6
494,99,685.76,9
1778,98,441.38,1
1191,92,506.23,1
156,63,508.26,7
334,93,100.29,9
727,5,448.09,10
1818,89,436.4,2
1706,39,378.78,2
893,64,267.23,8
1817,68,305.11,2
1147,47,911.25,8
939,80,337.31,6
947,50,834.16,3
1782,24,839.48,7
413,79,756.31,10
934,53,104.49,4
1441,79,202.53,6
166,81,822.19,10
124,54,716.73,8
252,46,913.92,5
1859,75,468.81,10
1212,31,306.68,5
1234,34,296.9,7
826,79,494.98,7
417,10,905.5,7
1850,41,749.45,7
1945,95,424.93,5
903,77,349.5,4
344,68,118.13,9
339,50,372.16,1
513,79,531.61,8
1647,1,914.57,5
1985,32,596.1,5
1242,32,469.95,4
388,61,845.64,10
1194,66,571.9,10
1259,15,246.93,7
1244,21,907.45,10
1484,73,837.15,10
432,38,518.76,5
647,91,510.04,6
1499,30,666.13,1
1101,64,400.06,6
1213,10,60.78,6
1036,75,448.4,1
134,2,138.62,9
1745,64,614.92,3
1058,49,997.83,6
587,53,988.07,6
1671,52,80.79,8
892,52,190.01,6
881,30,682.75,5
186,7,529.43,3
1059,33,63.28,2
412,3,686.15,8
1513,30,330.5,7
1005,22,860.74,8
252,45,909.34,2
1992,54,541.08,8
984,47,272.3,6
1548,44,629.07,2
1388,71,642.7,2
224,17,772.24,10
131,15,254.89,9
631,58,671.64,9
1706,96,585.65,6
1505,42,924.63,2
512,23,517.53,8
112,87,216.85,6
13,6,807.52,5
755,26,488.28,4
954,70,996.52,4
1008,13,401.55,2
667,73,220.48,3
237,59,62.33,7
1375,43,767.11,7
1000,81,703.26,6
1271,34,894.0,7
1029,43,851.76,7
1334,81,946.61,3
834,77,123.11,10
1814,72,228.35,5
990,80,142.73,7
277,3,204.95,2
366,23,803.26,1
275,14,909.13,2
1409,1,337.17,3
452,21,683.44,5
1868,93,154.32,10
1041,88,546.65,2
1797,37,716.55,10
1464,13,328.34,3
911,8,851.48,7
344,65,104.54,5
1172,1,959.3,7
1170,10,509.2,5
1246,30,193.6,4
238,18,809.77,2
849,36,613.7,6
257,44,840.01,5
826,45,711.26,8
1954,66,937.63,8
696,82,249.07,10
978,62,403.11,4
1093,19,979.52,4
100,17,607.22,10
1011,72,417.14,7
1500,98,541.7,1
725,68,654.43,9
210,17,967.0,5
799,71,102.48,1
385,57,913.69,2
481,48,314.46,9
478,23,976.15,9
1522,51,355.1,5
387,31,945.76,6
1696,96,671.97,6
1614,63,830.96,2
548,32,776.43,7
644,32,680.74,2
305,49,229.72,1
1738,9,753.73,2
106,84,954.73,2
1257,30,584.58,4
1711,7,356.63,6
1020,48,264.78,3
1897,66,89.14,9
1846,43,227.64,4
318,38,143.94,3
499,36,211.85,2
1393,41,605.72,10
866,16,444.58,3
380,9,623.25,2
568,61,785.39,5
1434,88,571.06,7
1194,1,921.32,9
569,25,94.11,10
201,28,285.19,1
1313,1,893.23,10
767,46,282.74,1
332,79,146.1,5
387,18,327.73,9
590,57,537.52,2
1800,67,345.34,7
1821,41,145.8,10
732,34,81.51,9
1454,58,653.52,8
1760,96,342.54,7
1662,90,941.49,2
226,2,59.81,4
125,3,211.01,1
1588,2,502.74,2
1013,59,831.17,9
712,91,587.7,1
272,20,849.12,1
954,45,999.42,9
1120,56,843.44,5
245,87,107.89,9
1373,76,209.8,3
1439,92,500.77,10
1702,31,633.7,1
1713,33,711.26,8
259,77,173.03,3
962,60,530.62,10
255,17,716.26,1
1926,63,917.11,4
1776,7,926.08,2
1427,42,200.3,2
1206,27,388.38,4
1669,37,919.11,8
1110,45,476.58,8
1588,99,231.64,9
843,77,177.09,8
1541,44,174.35,3
666,1,984.78,5
1146,55,328.32,1
1594,56,368.68,6
403,96,675.84,4
1142,7,608.57,6
814,49,167.47,2
1579,75,549.11,5
1027,52,498.95,1
1985,48,255.63,6
1681,87,991.49,10
1900,65,978.76,2
323,60,137.08,1
1217,24,956.38,5
1010,20,900.82,6
1780,41,144.77,1
177,97,421.81,10
1155,22,231.19,8
578,35,359.83,1
1206,4,704.01,5
1451,56,708.48,10
1205,54,488.57,8
1999,82,241.19,3
1417,90,484.61,3
395,20,704.28,8
585,42,121.91,10
429,30,615.31,10
1104,18,918.99,2
959,60,616.17,9
403,43,825.33,3
846,93,977.31,9
619,26,65.78,10
994,4,341.47,4
776,34,303.07,10
1376,89,747.47,7
107,95,877.1,5
45,46,284.9,8
1154,25,717.36,4
558,18,523.98,5
347,96,757.96,3
150,30,196.45,3
917,25,236.71,8
975,41,592.97,10
1155,71,701.14,9
7,66,642.77,7
230,3,609.57,7
87,28,477.66,1
923,61,497.53,10
1980,97,511.26,2
717,3,594.69,10
1545,48,457.78,4
1023,81,528.42,3
1160,97,240.12,10
1705,80,733.29,3
801,51,103.12,10
487,25,947.61,5
845,78,755.55,3
244,58,792.2,2
422,94,796.44,8
674,26,789.05,7
395,84,287.12,5
1567,20,426.77,1
860,82,752.82,6
918,33,836.25,6
658,40,173.58,1
1120,72,891.33,6
1228,78,706.48,7
523,65,411.22,9
1268,12,965.44,7
1945,2,682.53,2
419,14,176.79,8
1057,64,958.3,7
288,41,779.56,7
748,22,490.96,6
1473,38,563.71,1
367,41,920.33,1
679,90,353.12,9
400,82,65.05,7
297,71,882.88,10
5,27,919.36,3
1063,65,540.49,8
1082,43,536.27,6
749,10,475.78,2
1815,65,843.3,7
620,34,355.61,4
1719,31,872.75,9
1684,63,771.7,3
1349,52,573.55,7
139,69,301.71,5
41,64,599.05,4
797,3,389.76,6
1309,66,881.22,10
530,36,614.5,4
1538,98,752.09,1
993,76,368.23,8
1047,9,112.03,10
598,70,774.08,2
637,77,827.15,3
1281,35,915.42,3
305,79,652.71,3
1493,30,825.82,8
1152,68,364.24,4
1127,32,530.48,9
1419,17,423.45,8
565,79,198.8,9
1786,88,148.57,2
645,71,790.24,8
1902,66,651.73,6
1164,36,377.09,8
1145,32,811.61,1
1856,64,565.57,7
1963,16,657.48,10
1454,66,970.86,10
893,65,807.76,10
1704,26,736.71,2
885,98,842.82,2
947,63,937.89,4
1984,50,263.52,5
637,90,396.24,3
1410,69,466.3,3
409,53,287.77,4
45,38,476.69,10
572,89,264.14,1
812,37,990.88,7
1852,58,479.96,7
738,32,566.9,2
837,16,615.89,6
1332,76,361.77,4
192,21,181.29,7
691,90,391.18,3
1452,10,661.1,3
1393,78,264.08,4
1465,13,762.57,10
1913,39,879.43,7
1476,59,322.71,4
1400,16,456.44,3
34,37,896.94,2
1165,49,260.54,5
1230,56,575.09,10
1242,66,344.86,8
1612,74,432.33,6
1496,3,301.1,2
1321,79,379.78,6
1085,62,997.01,5
66,21,283.3,10
1688,47,340.92,9
1385,31,428.92,1
1994,93,880.85,7
1791,92,673.72,5
587,43,895.23,6
614,58,860.62,2
1726,64,868.62,7
1355,91,268.83,10
783,60,696.05,6
1683,8,937.51,3
1934,60,694.03,6
1149,30,678.74,1
1600,28,622.24,3
558,65,394.89,5
1456,24,403.67,4
1730,15,518.56,1
1859,86,325.38,1
1125,67,445.23,7
314,8,980.11,7
1542,52,356.89,9
1949,55,587.07,4
364,56,667.78,6
304,63,390.93,4
694,81,76.59,1
1120,75,202.23,2
617,27,751.71,3
1065,80,520.35,2
1078,96,502.54,9
778,61,394.0,5
1916,14,780.77,1
71,82,837.61,2
1337,55,465.19,7
983,89,486.96,10
964,26,130.69,1
1953,20,392.17,3
1309,62,535.67,4
1033,51,318.89,7
611,69,948.9,1
1028,69,833.8,5
177,57,900.04,8
511,63,350.88,9
691,81,915.57,6
1705,15,612.94,5
1156,26,683.72,2
177,97,790.9,4
102,26,641.5,2
1257,43,339.99,7
851,8,319.93,6
753,51,160.6,9
764,15,303.09,9
1640,10,992.09,1
1363,27,940.6,1
667,69,225.35,10
210,58,750.29,1
805,22,138.5,3
1274,54,707.58,9
1541,80,479.8,7
482,26,768.61,2
763,45,260.26,2
1680,2,663.49,5
1110,75,83.7,9
1887,47,593.0,5
1332,50,548.0,7
994,52,494.62,6
801,74,141.5,5
83,46,421.02,3
1114,90,955.56,8
944,28,613.35,2
18,89,588.28,3
1537,66,459.78,1
182,58,712.74,10
558,38,550.03,10
1826,17,772.56,1
314,74,70.22,1
599,24,951.74,8
213,8,616.32,7
592,53,407.25,10
1074,68,172.21,8
1834,78,929.16,3
1661,83,970.9,5
1999,47,805.83,6
279,77,523.24,7
674,32,977.34,7
1678,62,548.44,1
1631,16,886.56,10
1331,76,311.63,9
1879,10,165.77,3
1392,76,90.8,9
1063,89,204.23,3
631,38,541.87,1
430,58,910.06,1
1829,77,548.46,9
456,81,142.18,9
1328,24,317.68,9
786,23,220.51,10
526,28,432.02,2
904,91,443.39,3
1954,40,503.48,5
1588,58,147.75,6
1115,22,183.56,9
278,94,233.31,2
385,84,999.24,3
134,72,834.02,4
195,78,637.13,2
748,73,671.83,6
1170,99,389.84,7
815,13,184.95,7
115,66,843.81,1
113,34,372.41,7
1099,50,458.16,9
525,31,235.12,5
740,83,980.16,3
590,98,184.14,10
1933,92,430.69,7
284,91,117.66,9
986,51,685.55,7
11,25,779.84,4
492,82,595.54,7
1159,54,485.32,2
1012,24,932.91,1
580,72,339.72,3
1971,28,537.54,1
1991,95,904.54,7
135,76,512.67,1
1659,6,763.08,6
1249,30,360.91,7
293,82,805.1,5
415,30,634.97,2
1750,79,339.27,8
246,19,101.45,5
468,17,601.51,1
317,56,998.88,1
968,99,80.22,2
1517,37,816.46,7
1511,67,213.8,4
1071,23,794.55,3
1180,92,250.87,4
1973,76,386.48,3
1151,24,149.22,2
1668,77,700.58,6
1435,92,278.89,4
1884,96,989.36,6
768,21,546.01,9
1074,24,387.28,1
513,70,499.25,6
1808,12,946.68,4
1829,78,739.94,7
1920,12,257.21,8
732,48,274.98,5
1651,80,232.07,9
1291,9,652.91,7
1606,9,657.02,2
1420,28,916.51,3
1272,37,818.11,5
617,33,730.81,5
1672,72,623.52,6
1217,26,185.98,4
1685,47,365.17,4
1630,23,318.81,10
873,51,387.18,1
1507,84,692.81,7
394,68,213.05,8
441,59,70.26,5
816,81,955.17,5
1438,89,210.76,3
1762,65,90.01,6
1167,76,855.56,1
1463,65,447.87,8
414,45,948.65,5
626,5,691.56,9
1398,53,831.1,10
734,23,83.74,2
821,20,268.06,3
134,99,224.08,7
895,57,327.39,7
1283,69,193.93,8
1031,17,247.45,9
1359,52,344.0,2
655,7,410.91,5
1441,66,462.01,3
893,69,881.55,3
1542,84,58.03,3
1242,27,185.26,3
351,28,968.79,6
591,50,570.62,2
114,24,957.79,5
1936,91,422.03,10
1578,44,569.04,6
1392,75,438.53,5
1354,95,911.15,2
1200,65,750.24,1
1900,43,219.6,4
1933,79,259.21,10
1914,57,705.07,2
1914,16,70.23,9
1878,6,571.94,5
1892,31,154.34,7
1875,4,628.31,5
700,53,364.71,9
1155,18,698.37,3
599,47,358.57,10
35,77,853.09,9
115,6,177.61,5
1365,69,139.3,3
1945,77,890.09,1
493,13,902.92,8
739,13,71.39,5
1158,14,336.65,6
1247,93,75.16,6
751,17,583.12,4
190,89,661.48,4
1424,56,239.45,6
1555,98,362.96,9
748,85,733.58,5
229,5,355.61,3
1210,19,832.27,10
419,87,877.89,10
382,72,909.51,5
1932,98,390.46,9
1383,61,621.31,7
1840,39,701.46,7
1511,14,307.01,9
712,45,972.4,10
152,15,106.77,8
510,18,570.19,1
1420,34,680.81,10
900,38,513.91,4
346,75,991.44,8
492,55,915.23,7
2,73,981.05,8
1312,17,968.92,6
1160,26,501.68,1
246,92,377.91,2
229,50,685.72,6
1581,53,614.06,10
766,76,764.51,3
792,12,419.0,6
767,13,348.14,4
596,92,348.56,5
602,69,983.58,8
1006,92,814.46,4
342,66,852.5,7
1675,93,660.07,5
1459,65,721.55,2
130,19,284.55,7
626,48,839.08,10
512,90,204.96,4
1374,70,617.49,2
1862,1,145.29,2
1758,43,462.48,1
446,46,915.4,1
1809,46,963.58,6
303,72,634.68,1
396,85,239.45,10
663,3,655.03,2
1247,78,679.88,5
1497,63,152.88,7
1861,52,527.64,2
1257,42,840.83,1
1164,34,632.61,5
920,60,712.83,8
909,72,825.07,3
1315,14,468.8,6
1342,55,116.28,8
1787,88,301.91,3
342,2,628.02,4
407,86,893.45,6
1358,45,867.45,5
811,89,968.97,7
12,55,884.06,8
711,86,152.71,5
1408,39,522.61,9
648,47,798.62,9
317,78,487.09,10
1182,90,453.56,3
947,91,52.61,1
902,27,344.08,2
1083,45,213.82,2
1313,7,624.26,6
1538,75,771.18,10
1915,32,410.45,8
512,26,930.92,10
1275,68,386.58,6
1936,67,343.07,3
1933,53,633.74,4
746,5,484.47,9
1125,3,711.24,8
1548,73,202.36,2
1289,32,572.0,5
814,21,92.4,6
1746,31,955.53,6
559,69,511.07,8
969,85,312.36,8
1594,33,665.19,6
1096,64,937.28,10
1175,13,158.63,7
1355,94,690.73,9
1456,41,408.5,5
1712,22,606.24,1
1464,87,924.24,10
1144,49,929.65,4
596,65,284.2,1
1072,2,479.97,10
1435,47,553.98,5
1169,25,347.88,5
1435,41,598.72,6
1816,12,573.42,6
194,58,922.07,9
1778,13,968.18,6
1734,7,209.06,5
1190,25,300.07,7
1968,54,910.83,1
999,91,278.0,9
920,72,785.11,9
1121,25,259.72,8
1438,16,776.73,9
331,98,497.95,1
301,4,86.27,2
1905,99,775.97,1
892,6,405.57,9
993,80,268.08,6
528,29,490.21,1
916,72,862.87,5
1048,89,95.35,9
925,23,64.6,2
1771,85,641.74,5
1218,38,972.31,3
407,52,736.37,3
923,34,834.31,3
1856,81,831.98,4
1894,21,797.13,10
1420,98,251.28,1
123,41,614.86,8
817,21,362.36,2
73,45,587.89,10
1570,72,907.19,6
1785,88,560.09,8
1753,55,847.17,8
1831,43,205.81,1
1527,71,198.8,1
1756,35,409.25,8
253,88,194.08,2
1218,72,477.9,6
1911,94,226.93,9
1028,31,749.18,2
1735,37,664.25,6
692,54,179.77,2
1931,73,939.89,10
266,66,706.86,3
1070,13,465.71,1
1547,99,625.26,1
795,19,550.58,3
959,30,884.4,9
637,77,207.0,3
1950,84,985.51,10
1694,14,240.02,1
1422,16,999.81,3
1330,89,806.92,6
1590,10,405.66,7
853,15,118.1,6
816,53,842.76,3
1929,76,784.75,8
20,21,587.03,1
346,14,792.38,10
186,27,141.35,8
551,34,508.69,10
1830,60,709.87,8
826,47,928.49,2
1302,19,869.62,3
209,20,540.08,2
453,44,990.57,1
388,63,509.89,3
949,30,387.63,9
917,23,972.48,5
646,48,339.99,4
